,text,polarity,Sentiment
355,anesthesia surgery 19days apart pfizerbiontech wont introduced b,0.0,Neutral
356,really good thead pfizerbiontech epidemiologist,0.7,Positive
357,watch live system news conference receiving first shipment pfizerbiontech covid19 v,0.19318181818181818,Positive
358,usa nevada hospital ceo van houweling say umc nurse 1st person vaccinated,0.0,Neutral
359,notwastingmyshot 4th person charleston get pfizerbiontech covidvaccine feel,0.0,Neutral
360,hav genuine wythenshawe place manchester southmanchester deliverin covidvaccine,0.4,Positive
361,year 2022 also proudly post picture eventually receive covid vaccine,0.8,Positive
362,little vial carry much scientist worked tirelessly get vaccinated,0.0062500000000000056,Positive
363,usa westvirginia wvu medicine received shipment pfizerbiontech covid19 vaccine amp begun,0.0,Neutral
364,ingredient pfizers covid19 vaccine mit technology review vaccination covidvaccine pfizer,0.0,Neutral
365,today lucky enough get vaccinated covid19 not patient,0.16666666666666666,Positive
366,incredibly grateful received pfizerbiontech covidvaccine thanks everyone,0.55,Positive
367,save best last pfizerbiontech vaccine covid19 stayhome,0.5,Positive
368,canada receiving 200000 dos pfizerbiontech vaccine next week amp potentially 168,0.0,Neutral
369,stick poison vaccine as novaccineforme vaccinegenocide2020 pfizerbiontech,0.0,Neutral
370,grossly unfair absolutely inevitable first dibs vaccine rich country cleared shelf,0.03125,Positive
371,lieslieslies pfizerbiontech not affiliated trumpublican silly star trek program,-0.5,Negative
372,progress last meeting december 21st instead december 29th vaccine,0.0,Neutral
373,covid identification chip similar one put dog certificate validation identi,0.0,Neutral
374,heard drdavidnabarro dont think allow parent family take vac,0.0,Neutral
375,juice loose received 1st dose pfizerbiontech vaccine today proud medical worker th,0.24102564102564106,Positive
376,ive heard two source two part country arrival covid vaccine delayed covid19,0.0,Neutral
377,feeling emotional grateful lucky one first people worcestershire receive vaccine,0.19444444444444442,Positive
378,covid identification chip similar one put dog certificate valid,0.0,Neutral
379,covid identification chip similar one put dog certificate validation identif,0.0,Neutral
380,covid identification chip similar one put dog certificate validation id,0.0,Neutral
382,3 million dos pfizerbiontech covid vaccine set reach facility across u monday,0.0,Neutral
383,need least talking lockdown3 needed asap already seeing r,-0.3,Negative
384,pfizerbiontech vaccination covid19 begin chsnews,0.0,Neutral
385,infographic fda declared possibility seven side effect pfizerbiontech vaccine read,0.0,Neutral
386,excited rolling pfizerbiontech covidvaccine today amazing work,0.48750000000000004,Positive
387,pfizerbiontech made process smooth easy step way able communicate st,0.4444444444444445,Positive
388,academic pharmacist critical easing covid19 vaccine concern covidvaccine pfizerbiontech,0.0,Neutral
389,thanks genius immigrant trump amp gop despise pfizerbiontech drsahin,0.2,Positive
390,not understand concept livetweeting covid19related update press,0.0,Neutral
391,another covid19 vaccine coming released report moderna live noon w first va,0.19318181818181818,Positive
392,new strain covid19 covid20 covid21 uk pfizer pfizerbiontech astrazeneca moderna vaccination,0.13636363636363635,Positive
393,staff member north memorial hospital react dos pfizerbiontech covid19 vaccine delivered ro,0.0,Neutral
394,assume secretspreader post vaccine test posneg wlive virus amp vax tbd covid19,0.0,Neutral
395,ive provided short summary pfizerbiontech publication new england journal medicine vacc,0.06818181818181818,Positive
396,201 return investment vaccine yet ukgovernment removed liability drug manufacturer,0.0,Neutral
397,eu hope vaccine christmas ema regulator move forward assessment pfizerbiontechs jab 21 decem,0.0,Neutral
398,mygp launch england first digital covid19 vaccination verification feature smartphones covid19,0.125,Positive
399,systemic reaction reported within 7 day injection dose 2 bnt162b2 data,0.0,Neutral
400,covid19 new york nurse get first shot coronavirus vaccine covidvaccine sandralindsay newyorkcity,0.19318181818181818,Positive
401,polish healthcare worker uk become first polish person given vaccine covid19,0.25,Positive
402,delighted taxi driver today take gentleman early 90 gps covid vaccination part 1,0.39999999999999997,Positive
403,update eu medicine regulator ema tuesday dramatically advanced decision day,0.4,Positive
404,ottawa county calhoun county already preparing administer entire first shipment includes 97,0.125,Positive
405,vision immigrant kind diaperdonnie hate,-0.10000000000000003,Negative
406,getting ready go segment pfizerbiontech covidvaccine discus myth,0.2,Positive
407,lebanon due sign contract week shipment covid19 vaccine pfizerbiontech obta,-0.125,Negative
408,ready go joined launch covidvaccine pfizerbiontech clinic incredible teamuhn,0.55,Positive
409,time dance lt3 covidvaccine pfizerbiontech coronavaccine pandemicbegone,0.0,Neutral
410,emas human medicine committee expert scheduled 21 december conclude possible,0.0,Neutral
411,meeting review possibly approving biontech pfizer vaccine use europe bumped dec,0.0,Neutral
412,government insisting sinovac fact less efficacy safety wors,-0.16666666666666666,Negative
413,video elderly patient isle sheppey become first vaccinated coronavirus,0.25,Positive
414,wonder hell ema member not meet christmas must wait 29 dec sur,0.0,Neutral
415,ummmm isnt 1st receive covid19 vaccine blacklatino community,0.0,Neutral
416,praising responsible covid19vaccine trump whoever let give credit credi,0.2,Positive
417,bravo anita dedication hard work taking care senior ltc psw covid19 vaccine,-0.2916666666666667,Negative
418,dry ice poured box containing pfizerbiontech covid19 vaccine prepared shipped th,-0.06666666666666665,Negative
419,vaccine anyone taking coz bro asked didnt liked answer,0.6,Positive
420,one downone go excellent vaccination service thank covidvaccine,1.0,Positive
421,vaccinated pfizerbiontech covid19,0.0,Neutral
422,celebrity cook presenter getting new covid vaccine west oxfordshire today,0.13636363636363635,Positive
423,great day science pfizerbiontech,0.8,Positive
424,new vaccine similar pfizervaccine normal cold chain suffice look like pfizer,-0.0784090909090909,Negative
425,interim clinical consideration use pfizerbiontech covid19 vaccine cdc pfizerbiontech vaccine covid19,0.0,Neutral
426,guide safely get pfizerbiontech covid19 vaccine pfizerbiontech covid19 vaccine safety,0.5,Positive
427,option c paul vaccine toxic unsafe pmlive auspol antivaccine covid_19 sarscov2,0.0,Neutral
428,first covid19 vaccination new york lev radin covidvaccine biontech pfizervaccine pfizerbiontech,0.19318181818181818,Positive
429,pfizerbiontech covid19vaccine vial contains 5 dos caught glimpse one vial label,0.0,Neutral
430,canada become third nation world administer pfizerbiontech vaccine starting covid19,0.0,Neutral
431,iran refused receive pfizerbiontech vaccine covid19 know not fa,0.0,Neutral
432,thanks becky indeed learning together ou,0.2,Positive
433,13 gp practice leicestershire among first get pfizerbiontech jab start rolled ou,0.25,Positive
434,gps region start administering coronavirus pfizerbiontech vaccine today,0.0,Neutral
435,congratulation german migrant scientist pfizerbiontech biontech,0.0,Neutral
436,sharing extensive analysis pfizerbiontech vaccine safety profile b,0.0,Neutral
437,sharing extensive analysis pfizerbiontech vaccine safety profile bottom line safe no eg,0.25,Positive
438,majority gps england start delivering pfizerbiontech coronavirus vaccine local commun,0.0,Neutral
439,covid19 u canada began vaccination drive coronavirus pfizerbiontech dos monda,0.0,Neutral
440,wasnt jennifer haller first person usa given trial vaccine given person year,0.25,Positive
441,1st country inoculated pfizerbiontech covid19vacccine make sing mann world,0.0,Neutral
442,take breath celebrate happened today democracy constitution pfizerbiontech gave u hope,0.0,Neutral
443,first dose covid19 vaccine given black nurse new york via,0.07323232323232323,Positive
444,bhakts around world also boycott covid19vaccine developed pfizerbiontech,0.1,Positive
445,first dos coronavirus vaccine administered canada following u uk u uk canada,0.125,Positive
446,nstworld sandralindsay critical care nurse long island jewish medical center received,-0.030000000000000006,Negative
447,victory day science u canada start mass covid19 vaccination drive coronavirusvaccine,0.0,Neutral
448,wonderer whether covid vaccine producer inc chinese one also getting full indemnity governme,0.175,Positive
449,scheduled covid19 vaccine today cardiotwitter pfizerbiontech pfizervaccine,0.0,Neutral
450,covidvaccine fact 43000 participated pfizerbiontech trial fda approved emergen,0.0,Neutral
451,coronavirusvaccine update need know pfizerbiontech pfizervaccine,0.0,Neutral
452,clearly may beginning end sense nevertheless end pande,0.09999999999999999,Positive
453,new york u monday inoculated first healthcare worker pfizerbiontech covid19 vaccine youtube,0.19318181818181818,Positive
454,monday raymond pla anesthesiologist one five front line worker george washington university ho,0.0,Neutral
455,photo pinned everyones information government pushing get sinovac way,0.0,Neutral
456,canada among first line pfizerbiontech vaccinecdnpoli,0.25,Positive
457,vaccine arrived ab mum isolation 10 day 18 resident sick 2 passed away,-0.7142857142857143,Negative
458,vaccine covid19 ingredient pfizervaccine pfizerbiontech,0.0,Neutral
459,two mrnabased vaccine pfizerbiontech received approval modernanih vac,0.0,Neutral
460,model predict number life saved pfizerbiontech vaccine end year,0.0,Neutral
461,correction anita quidangen toronto 1st person ontario get pfizerbiontech vaccine,0.0,Neutral
462,im sure nobody would object pfizer ceo getting take vaccine first would prefer take 1,0.375,Positive
463,ready tomorrow starting m quidangen first canadian receive covidvaccine ready,0.1625,Positive
464,pfizerbiontech no liability pfizervaccine untested pfizer ccp infiltration,0.0,Neutral
465,reading pfizer phaseiii detail concluded vaccine immunize death,0.0,Neutral
466,reading pfizer phaseiii detail concluded vaccine immunize death certificate,0.0,Neutral
467,breaking last big apple u saved 1st vaccination u given new york hard hit outbreak fi,-0.03882575757575758,Negative
468,lot unknown vaccine impact model saying based,-0.1,Negative
469,please share latest case death projection due covid using forecast model acc,0.1875,Positive
470,fraudnation there no light end tunnel wish pfizerbiontech vaccine lu,-0.2,Negative
471,delighted pfizerbiontech vaccine packed dry ice heading around worldthough make,0.31666666666666665,Positive
472,unlike giving mrna vaccine pregnant woman amp also allerg,0.3333333333333333,Positive
473,trump nothing pfizerbiontech,0.0,Neutral
474,canada 1st pfizerbiontech covid19 vaccine canada administered personal support worker anita q,0.0,Neutral
475,iranian using hashtag واکسن_بخرید mean buy vaccine one saddest hashtags ever,-0.3125,Negative
476,month fighting covid icu grateful always ppe keep covid free relief getti,0.4,Positive
477,getting covidvaccine island guam today first day giving vaccine front liner,0.25,Positive
478,san bernardino county began administering first dos pfizerbiontech covid19 vaccine,0.25,Positive
479,health worker alaska severe reaction pfizer vaccine coronavirusde uklockdown pfizervaccine,0.0,Neutral
480,pvdpost vaccine day2 no side effect covidvaccine pfizerbiontech,0.0,Neutral
481,little 24 h pfizerbiontech covidvaccine im lucky say no symptom unless extra ene,0.048611111111111105,Positive
482,take credit chinese providing covid19 genetic sequencing pfizerbiontech rejecting f,0.0,Neutral
483,today aimed higher broke record jackson administered 1278 pfizerbiontech vaccination bringing,0.25,Positive
484,lot rumor going around pfizerbiontech covidvaccine affect woman childbearing age,0.0,Neutral
485,here fact sheet recipient pfizerbiontech vaccine case youre line one w,0.0,Neutral
